jwat	jwlt	kqat	jdah
onywak	onykak	ohyeam	onyeam
kono	konol	gono	konp
gimiye	gimcye	rimuhe	gimiyd
gweng	gwzng	gwfnv	naeng
cake	cakc	vqke	czkd
gigonyowu	uigonyowu	glgonynwu	gjgonyoqu
gumake	gumxke	gumaob	fumake
ner	yer	nee	net
miine	miihe	nijne	miine
ocwinynyo	ocwinynyg	icwknymyo	icwinjnto
yubbone	yubboke	tubblnr	yubfone
etel	etely	etel	ftel
guket	guoet	fuket	gukdy
lokki	lokoi	loknu	lpiji
wawaco	mawaco	wawdfo	wqwwfo
giwir	giwiy	hiwif	goskr
icwal	xcwal	idaal	ixwai
tika	tika	tiis	toks
giine	gkine	viihe	fiijf
twod	twxd	hwos	tsld
luwotwa	lpwotwa	lisltwa	lmwltwa
joyo	jowo	jojo	yoyl
ngene	ngyne	ngsne	ntdne
cuko	cuvo	cunl	cuko
okom	odom	okom	kkom
lacamaria	licamaria	lasamzrka	iacahsria
ii-ni	ii-nt	ii-bk	iu-ni
ibinno	ibinnb	jbibno	ubunnk
ogera	fgera	iyera	prdra
worm	wirm	wprn	wprn
lonyowa	honyowa	monyida	lojyowa
gikato	gikatr	giuatk	gumago
acuŋa	avuŋa	avuŋz	scuŋa
diyo	diyoq	dlyl	diyl
anongo	anongoc	akongl	anongo
nekko	nekkp	nwlko	mekki
rut	rot	tut	fht
lungge	luzgge	ljnvge	munngs
limme	limmz	oimke	lujmr
gobbo	gobjo	tlbbo	ykbbo
gulim	gulim	gupik	gulij
gukwot	aukwot	guoqot	yukwkt
lwoddo	lwoddoo	ldlddi	pekddo
guŋale	ghŋale	buŋalr	guŋald
twak	nwak	hwam	twao
genne-ni	genne-ny	gennd-ni	genne-bi
gubar	qubar	gubaw	tubse
dong	dang	fong	wonv
jebbawa	jpbbawa	mfbbwwa	jebfwsa
ocur	ocuru	icir	ocug
dirre	ddrre	virre	wirer
mwolle	mwollg	mwoolv	mellie
awaca	awact	aasca	xaacq
iwokko	iwokmo	lwomuo	iwokno
oketo	oketu	lkefo	ometo
pitte	pjtte	pithf	oittw
likaonia	likeonia	likxlnla	kinaoniz
jiggo	jilgo	hingo	jughi
ode	odf	ide	kde
murgi	murgip	mugyi	juefi
warumo	karumo	dsrumo	warumk
ranynyo	rxnynyo	ranynyl	tajynyp
Ŋatti	Ŋqtti	Ŋagti	Ŋayyi
wulo	hulo	whlk	qulo
tup	tuw	tuo	yup
dwogona	dwogonao	xeotona	cwogpna
earn	eary	datn	eawn
girweny	giryeny	bkrwdny	yifwemy
wacakko	waiakko	wacammo	waxaono
yenggo	yenjgo	ufngto	ysnbto
cawa-nu	cawz-nu	vawa-nu	fzwa-ny
illo	xllo	klpo	kllo
lagiggi	bagiggi	lxyiggi	lagldgi
awotta	awvtta	awjyta	aworta
dud	duda	duc	rud
ocamo	ocamoe	ocwho	ocsbo
iwinyo	iwingo	iwingo	iwinuk
alok	alop	qlok	aloh
ume	umel	une	ime
clue	rlue	flus	clue
onywanne	onbwanne	onywankw	onydannd
lakricitayo	lakracitayo	lakrkfitato	lajricmtayi
yakke	kakke	takke	yalme
amiyo	amiyob	zhiyo	ajiyl
muketogi	muketogt	muowhogi	nuketogi
adikke	aqikke	adikkw	adikkd
gikwoŋ	zikwoŋ	hiksoŋ	gokqiŋ
leŋŋe	peŋŋe	oeŋŋs	idŋŋe
yomcwinywu	yoecwinywu	yohswinyeu	yomcwintwo
oyeggo	oyewgo	ohegnk	oyegel
lumak-rec	lumak-jec	lumak-tef	lumsk-red
onure	qnure	lnjre	ljuee
wucaden	wucaxen	eucwdeb	eucaewn
walege	walegh	wwiene	walebd
ibed	ibeh	ived	lbsd
lakwena	lakwenav	pakdema	lskwena
ojoga	ojora	ojoga	kjogs
owot	obot	ldot	owih
iciwanggi	iciwanggiq	lsiwanggi	ickwsnggi
kakare	fakare	kaksre	kakare
bicer	becer	blcsr	bivwg
ajwiira	ajwidra	wjsjira	ajelira
nekkone	sekkone	gepkone	ndkkohr
laroma	laroga	iatima	kzroma
makone	makone	mamomd	jqlone
wolle	womle	solke	wlile
gumol	numol	gumpo	guhpl
yette	yetke	yettz	ywgte
omoor	imoor	ohoog	pmoir
tuŋŋi	tlŋŋi	tuŋŋi	thŋŋi
lacorre	lacorrf	kwcorrw	laclree
lukwaya	gukwaya	pukdayw	puiwayz
cado	cadoq	cqdk	swdo
racac	eacac	racss	rscac
kagudonynyo	kigudonynyo	kagudlmybyo	iagiepnynyo
guneko	goneko	guieki	gkneko
pagi	pcgi	oafi	pari
leg	ljg	ieg	lrg
ginyomgi	ginyomgg	vinylmgj	gimtomri
umme	ummew	unhe	jmme
limo	mimo	mkmo	lino
giculo	gicwlo	glvuoo	jiculo
lyaa	yyaa	lysw	lyaz
ŋukele	ŋukeae	ŋuodle	ŋuhdle
gibol	gxbol	tubol	gigol
lacek	lacgk	kxcek	lwcwi
bokke	bofke	fokkw	bokkc
gurukko	gurukkoj	vurukoi	yuruuio
gimokko	gimokmo	gimikko	gimokio
gutonggo	gctonggo	gutkngbp	butonggk
lirut	liput	mirjt	klruy
iyeny	iyenp	jyeng	iyeng
wangi	wangi	danni	damgo
apitta	apitto	wpithw	apjtta
en-ni	en-nil	eb-ji	ej-nk
madwon	madwon	msdwon	mqdeog
deyowa	derowa	weyoax	dejkwa
idoto	idsto	ifotk	ixiti
oporo	oporoh	oolro	ookro
imiina	cmiina	kmhina	lmiiha
teerri	teerrx	tdsrri	teedfi
nyimi	nyimiu	nyihu	nujml
gulako	gulnko	hulamo	gjlajp
we	wt	we	qe
binyutte	bfnyutte	bijyhthe	yinyugte
gwac	gwas	gwwf	ywaf
guwinye	euwinye	ghwinhr	buwjmye
ajulu	ajnlu	ajyku	ajuou
gipwo	gipwa	fipao	gupwk
wuwek	wuwrk	wuaek	auaeu
[kit	[kit	[kkt	[kif
ywaye	ywake	ywajw	iwaye
wuto	wjto	qkto	wmto
libbe	ltbbe	lkbve	oibne
gibibilo	gibibibo	tivubilo	ninibolo
motto	mottol	hotho	modto
olarowa	olaroza	olagowa	loarowa
miŋo	miŋoy	iiŋo	kiŋo
iyetta	iyewta	ljegta	lyefts
curre	cukre	durge	xirre
pidone	pidonep	posine	ojvone
itammo	itammt	ltammi	ohammo
mime	myme	mhme	mlmr
oebeddo	ozbeddo	iwbdddo	osveddo
gibiterogi	jibiterogi	gifiteroui	hibiterogi
akwanyo	akwanyoj	akwsnhp	akwznho
giimaarro	giigaarro	goimaatgo	gjimaarro
wajukugi	hajukugi	wajikugi	wajjjuri
waarro	waarrod	qaagrl	easdro
abed	bbed	sned	sbdd
nyog	nyoj	byig	hyog
ametta	amettav	zkerta	akeyta
gupacco	jupacco	gkkasco	gupavci
oryeme	oryhme	lrteke	kdueme
then	theni	yhrn	theb
rokwa	cokwa	wokwa	rokad
burac	burhc	bhrwc	uyrac
kwo	kwz	kwi	kwk
oette	ovtte	ostfe	oente
lawol	lajol	lasoi	lwdoo
mapatpat	mapatpaty	mxpqtpwt	mwpatkat
gimarro	gimxrro	yinarrl	gimardn
rwoo	rwoov	vwoo	raok
cec	cea	cev	dec
ocammoni	ocammoniq	ocammogk	kcamjoni
gitweerro	gitueerro	gitwfddro	gotweerto
omukko	omuhko	lmuikk	kmuuuo
teno	teao	yrno	gdno
pako	paeo	lamo	palo
mwak	mwakh	mswk	kwzk
giwang	giwane	gissng	biwann
iryebbe	eryebbe	jrywbne	orysfbe
begga	bggga	bshga	vebfa
gibimiyo	gibtmiyo	finimuyo	gibimiyl
guitto	guisto	hultro	giktti
mapat	mapwt	malat	mapqj
ononggoni	onknggoni	onojggpgi	lnonggonu
papai	papli	pwpxi	pqlai
gurwenyo-ni	gurwenyp-ni	gureenyo-nu	furwenyo-ni
obedo	obewo	lbddo	ogdco
nuddo	nuhdo	njcdo	mjfdo
ringogi	rinxogi	dinnpgi	ringogi
moowu-ni	moowu-ti	mopwu-bk	jlowh-ni
lwoŋone	lwoŋqne	lwiŋond	lwoŋone
gitimogi	eitimogi	gktimogn	gohimpgi
gudoti	gxdoti	gkwoti	gudofi
putu	kutu	puyi	putu
girubbu	girjbbu	gkrunvu	glgubbu
karene	zarene	kaesnd	latdne
punno	junno	linno	pjjnl
winyu	winpu	wijyh	wkmhu
mito	mits	jitp	noto
ocoone	ocogne	ocopke	odoone
elwokgi	ilwokgi	elwjkfi	eosokbi
mean	meana	mdwn	mexn
you	yfu	yoh	yoi
ajot	ajos	smot	sjot
nyuttu	nyuttun	hyuhth	gyityu
kwok	kwog	jwpk	lwik
gicullo	gpcullo	gisjilo	gocullp
lacen	eacen	laveb	iacrh
bim	bie	gim	boj
iyub	iyubx	iyub	jykb
ibol	ibof	jgol	lbol
arweny	yrweny	srwdny	adsegy
gicaŋogi	gicaŋfgi	gisaŋoji	vicaŋogi
twora	twnra	rwira	rwota
luduko	ludukg	mucukp	ouduko
olarowu	olarovu	klarpwi	olagiwy
dwoolye	dwoelye	fsoolyw	swoolyw
wacokke	wacokkc	aacikke	safokkd
ryek	ryed	gyeo	dyfk
link	linkf	lini	logk
takko	takto	tqkkk	yqkki
tek-ki	tek-kx	yek-oo	tek-kj
gigoro	gikoro	gkgleo	glgoel
torro	porro	torek	tirto
gibatijawa	xibatijawa	gibsgijwwa	ribayjjawa
obab	oiab	kbqb	lgab
tikiti	tikitif	gikiti	tkmitu
olobo	ogobo	olifo	llobl
watittiwu	watittiwup	wztittuwj	qatjttiwy
biboto	bbboto	djboto	bibpgo
mager	uager	mqter	kagwr
bullo	bullo	billp	byplo
lwor	lwmr	lwkr	uwor
guyom	guaom	giyoj	guulm
kitambara	kitambaga	kjtwmbzra	kutamfarz
motte	motteo	mottr	hoytr
gulimo	xulimo	giiumo	guliki
wayelu	wayelm	wzywmu	waueli
nyib	nyis	nyug	hyin
canna	cauna	canha	dwjna
inci	inti	kgci	indi
joggo	joggl	loggo	ioggk
apitto	aiitto	qkltto	aoohto
gupyelo	gupkelo	gunywlo	gupteio
gunyatto	gunyanto	gunyxtrl	gujhztto
guore	guoqe	gulrf	guidw
gilirwu	gilirwuy	golirdi	gikifwu
inyommo	inyommo	inyonjo	onuomml
gugoya	gugoya	vhglya	gkblya
gumme	gucme	tumhe	gimie
okwokki	okwokqi	ojwlkki	ojeouki
adaa	afaa	sdaw	adaa
bibino	bhbino	hibjnk	glbimo
loud	roud	pohd	ooud
pongo	poygo	pinbo	plggl
onywali	onywqli	ongwwli	onuwamk
walubi-ni	walubioni	wxlubk-ni	walubp-ni
gigonnyigi	gpgonnyigi	gihlnngigi	bivonnylgi
wabam	wabamx	zabam	wahwm
onoigo	onoiho	onomgk	onoihi
adillo	adislo	aeiplo	xdillo
botwa	botwa	botda	botww
lapoya	lapoyar	paokya	laplyw
bitinia	bitiniw	hitkjia	fjtinix
guoro	guorob	hkoro	tuorp
logo-logo	logo-logoq	lovo-logo	kogo-loyo
korgi	korli	kotgl	kpgti
okan	okzn	koan	oman
wupitte	wupitpe	ajkitte	wupivte
guuro	guuwo	gikro	guiri
yeer	yeea	yetr	yesr
wuur	wuury	aukr	wuhr
layella	layellav	layemis	layelld
orwroone	ortroone	orrroine	otsrooge
gumedda	gumelda	gimwddq	rumedww
labeno	lsbeno	iqbenl	lzbwno
oromogi	orimogi	odohogj	orpmlgk
obeddo'ka	obeddoqka	oveddo'jz	obrdwo'ka
romigi	romiga	rpmivo	roklri
jona	jonv	koba	uonq
lacce	laccc	lacvf	osccr
awangga	twangga	qssngga	aqangea
giuro	gizro	fiugo	hiuro
kunyimme	kunyimmes	kunyinhf	kukjimme
ola	xla	ooa	oms
yonne	yonbe	yibne	tijne
kwaar	kwaam	ksaqr	kaasr
laco-nu	labo-nu	lqck-ju	lxdo-nu
otyenno	otyedno	otydvno	ogjenno
giyerro	ginerro	vinerro	gkyetro
aco	wco	aci	qdo
labumma	oabumma	labhnma	kabumma
kidron	kidrog	uidrlj	kpdroh
mapol-li	mapol-lij	mapol-nl	maopl-li
dold	doli	rols	eolv
cilo	cilg	gilo	sllo
buto	butob	bugi	futi
lurok	luhok	okrok	purok
gibipwode	gibibwode	gibipepfe	gonilwode
bulu	bzlu	buoj	buju
inenne	cnenne	inevge	inennf
iye	iwe	ihe	ije
ginyi-ginyi	ginyi-ginyib	finyi-rigyi	gunhl-ginyi
neni	neii	nfmi	jenu
ajut	ajlt	wkut	akut
gipimmo	gipivmo	hipimmo	yipimmo
poto	potp	pkho	llto
jabu	vabu	jatu	jsbj
gitammo	gitammq	gkgahmo	gktxmmo
rwide	rwidej	rwisf	rside
awinynya	awinvnya	awinytha	awinknha
omera	omeraa	omera	imerx
acikari	acikaria	asiuqri	ackkwfi
bidoŋo-ni	bidoŋo-nj	hicoŋp-ni	bidoŋo-ni
gaŋi	gaŋw	gaŋi	naŋj
gigolle	giqolle	gjhople	gogokle
biwotto	biwctto	giwltti	biwotro
wawekko	wawekdo	wawdkko	wswekko
jegge	jeggj	jfgve	yeggs
gidolo	gidoloy	gidpjo	yivklo
camanini	camaniii	czmaniju	xamqnini
roto	rotq	rpti	ritk
mupwode	mupwodp	mupapre	jupdofe
giyabo	giyjbo	guuavo	giuavl
golgota	gylgota	gkjgota	googota
obolo	kbolo	pbolp	inolo
tekoni	tekonio	tenknl	rekono
ngom	ngomv	jgoh	nyon
neke	newe	mwke	nele
atataro	atatawo	atataeo	atztarp
lapwonnyene	lapwonnyenk	lapwpnngfne	mxpwinnyfne
gipokowa	gipokowag	gipkkpwa	gilooowa
tic	nic	gic	glc
girii	girci	gidiu	glgoi
ito	ivo	iho	uho
boko	byko	boul	nono
gititte	gbtitte	gltiffe	gititye
dwoyone	dwsyone	dwoiome	dwkykne
yoce	yocej	ykcw	yodw
obwogi	obwogi	ohwkgo	obwotu
min	win	jin	kin
twonno	twoano	tsknnl	haonnp
kiir	kiirf	niie	kimr
cammo	crmmo	fajmo	cwmmp
pengeyo	pengeyv	pemgejp	pemgeyp
dokki	dokku	romki	skoki
guyimme	guyiame	gugumje	nutijme
ogonyowu	ogonyowu	oginymwu	pyonhowu
oligu	omigu	okitu	oljfj
olwoŋi	olwoŋid	llwoŋi	oowoŋo
akwoya	anwoya	wowota	akwoyx
niaŋŋe	nioŋŋe	nozŋŋe	niaŋŋs
li	bi	li	li
bako	vako	haki	gano
arima	aroma	atina	argma
rubbe	rubbj	ruvbs	dhbve
lullu	lulfu	lullu	luloo
lenynye	lenyqye	lenymud	ldntnyd
gamo	garo	fqmo	hajo
wubiloko	wubileko	whniliko	wuhimooo
coŋgi	coŋgiv	coŋfi	viŋgi
ryemme	ryemme	eyemme	rkemmw
oyubi	oyubia	pyubk	omubi
muni	munv	kyni	mjni
otwi	otwie	ohsi	otwi
ngayo	ngmyo	ngayu	ngayo
beco	becc	bexl	vedo
okalo	okalg	olall	pkxlo
obuyo	obmyo	kvuyo	lblyo
ipwon	ipwnn	ipaoh	ipwjg
kide	kike	kiew	mide
ywerro	ywerroc	hwegdo	hqerrk
agabo	anabo	atabl	xgavo
wupoko	wuvoko	wyliko	wjkiko
gogogwee	hogogwee	gocogwfe	gohigqee
lupwu	lupru	lukwu	pupau
cirene	cirenei	cjtrne	cirdnw
otunggo	otueggo	otungno	otynggo
lujudaya	lujuqaya	kujueaya	myjudays
tic-ci	ticbci	tic-cj	hic-cp
gininno	gininns	vinibgo	tininno
wurukke	wurukpe	qirukke	wuryklw
bititti	bititxi	bptltti	migitti
igwokke	cgwokke	igelkks	iraokne
gineko	ginekoo	gineil	rijfko
guwoto	guwotoc	vuaotk	fiqoto
ibitimo	ibitimn	lhotimo	ibotiml
olor	ocor	oiog	ploe
lateke	lateked	lctdke	lahene
bidokke	bsdokke	nidioke	vmdokke
loo	lno	lok	llo
goyo	goho	goyi	goyo
lakware	lokware	pakeage	lakwagf
wuneko	muneko	wunwjo	wubwko
gibigonyowu	gibigonyowuq	gjbifomyowu	ribigonyoqu
amyero	amyebo	qhyefo	amjrrk
giryeme	giryebe	gityfmr	hiryeje
lapoti	lasoti	oapiti	laloti
wayo	wano	aaho	wqyi
litinone	lijinone	litinond	lktinone
gkiiyo	mkiiyo	gujiyk	gkiinl
bikok	likok	gikkk	buiik
lakony	lakody	mekony	kqkony
lawaŋe-oto	lawame-oto	lawxŋs-pto	lawsŋe-oto
gitedde	gutedde	higeddd	gisedde
tikku	tikju	tikku	yikiy
wenne	henne	wegnw	wehne
kwon	kwonz	jaon	keon
lumak	luaak	lukwk	okmak
no	ng	no	no
gwerro	gwurro	gwerri	gqeero
rya	ryc	ryw	rhs
ngadi	ndadi	jgzdi	nbsxi
aweene	awoene	xaewne	zweene
alone	aloke	alind	xlkne
acomme	acosme	afommw	xckhme
lwak	lwakg	lqwk	iwai
ocod	occd	icld	pcod
lawok	lawon	lqwom	lxwij
wupar	wupxr	wkpat	whpsr
wamedde	wamddde	qqmwdde	wemsdde
kincek	kinces	iunceu	oihcek
etwero	etweron	ehwerl	ebwedo
latebere	latesere	latqberd	laydbefe
lalok	lilok	lalku	lqlpk
mida	miwa	hiva	mids
labarakak	labarakaq	oqbarakak	labqrwkak
tik	tikg	hik	rin
ilokko	ilokkp	ilkmkk	ilohki
apokke	apokkq	akkmke	appkkr
abilla	amilla	abkolx	abjlmx
wulimo	uulimo	xjlimo	wyiimi
okok	oxok	oklk	pkkk
ockido	ickido	ockiso	pcoldo
botgi	bktgi	vltgi	bkrgl
lwaka	lyaka	ieaka	lwala
ogome	otome	ogojw	ogoha
apiril	apiris	qlirjl	akirjo
longgo	looggo	iomgvo	lkngro
ku	kud	ku	kh
keny	kexy	oegy	ksny
ogogge	ogoggeg	ohprge	oglggt
jun	jrn	jug	juj
tyeke	qyeke	tgekw	tywkf
tonno	tcnno	yonjo	tkkno
odigi	odngi	odlgl	idiri
muttu	muttup	mutfi	kughu
obinen	oxinen	lbknen	lbinen
galilaya	galilayac	gamilayq	balilqya
loi	loio	lou	lok
roo	aoo	doo	roo
otello	otells	oyello	otelpo
waorogi	wasrogi	waoeogo	wxproyi
giworgi	giwoygi	gidodyi	gowodgi
gititi	gititn	yktiti	gotiyi
witte	witteb	wigre	wkthw
pingoo	pingvo	lkngoo	pinyok
been	bren	breh	neen
magimyello	mogimyello	mwbimyelli	mahkmyeklo
pong	ponge	plnv	potg
bangogi	bcngogi	bengkgi	bsnhogi
epitto	epittoi	bpitti	eoitfp
ekelwa	hkelwa	eoelds	ekenda
kinyero	kinyerob	jibyeri	minyfrl
apo	apoi	ako	aol
adonyo	adonyoo	qronyi	aconyi
gigenogi	gigenovi	gkgenork	gibenlgi
ai	aii	ai	zi
wumwolle	wumworle	qumwoole	wuhaolle
otelo	ntelo	ktepo	ogelo
ribbo	pibbo	gibno	ribbo
obiir	obiirn	obkur	kbiir
otitoni	otitonio	otitkji	otitohu
akera	aketa	xkerx	xkdga
en	enn	en	ej
mulu	rulu	muiy	muik
atwero	afwero	xfwerp	ztwerl
aciro	apiro	zcifo	asuro
abolla	abollam	qbohla	abollx
anyai	anyaie	anyxk	aiyao
gang	gand	rzng	vabg
tungwa	tkngwa	tuhgwx	yunywq
janari	manari	jamawi	izbari
pok	tok	pkk	pol
mooni	moonii	mpogi	mloni
gutwo	guswo	gutql	tytwo
okwan	okwanh	okssn	mowan
makedonia	makudonia	mzkecomia	manedonis
at	rt	at	ah
owinnye	owianye	owjnnje	iwinnuw
otalaa	otayaa	itaixa	oyalwa
doki	dokik	rkki	doii
wabicitto	wabicittt	wagixittl	wabicjrti
icwako-ni	icwlko-ni	icwako-ni	ucwaio-nk
poorro	pomrro	lootrl	pkirto
munyoo	munqoo	mhnhpo	kjnyoo
omakki	omakki	ohauki	lkakii
abimiyo	abimpyo	abunijo	atimiyo
coggi	cogli	foggk	clggj
ommo	jmmo	kkmo	omno
badwu	bddwu	badwu	badqo
wuworo	wuwojo	auwpgo	wkwiro
kalli	kallig	kxllk	kalmk
giboko	gibokoe	gihokl	gihoko
yim	yimb	yum	jjm
oa	ma	oa	pa
gigure	givure	gicurd	tigirf
wubitamo	hubitamo	wubmtano	whbigamo
nimoniya	nimonlya	himoniyq	nimonjha
arac	arah	zraf	srxc
oewoto	oewwto	oewogk	oweoti
giŋulo	gilulo	yiŋjlo	giŋjlo
cig	cigf	sig	cln
ginekko	ginekmo	ginfknl	ginduko
murumo	murugo	mlruko	nurhno
mecci	eecci	medcu	meccm
elicabet	elicatet	emicabwr	elocabet
atikane	atikaze	wtiksje	agiksme
gibimedone	gibikedone	bibimedone	gibimedohw
ekwano	ekwana	eowqnp	dowamo
tello	hello	tello	yeilo
bikelowa	bikelawa	nukelkwa	nlkelosa
nonggo	nongqo	ginggp	nlmggo
wubiwacci	wubiwaccx	wuciwaccj	wyblwacci
omadi	omfdi	kmadu	omsdk
gin	gun	gig	gin
odin	adin	oeij	ldin
lulakana	lulakanay	uulaksna	lylakana
ladwoo	ladwoop	pawwlo	ladwli
yweer	yweert	yeefr	ywqed
ebitiyo	ebztiyo	wbifito	egitkho
aona	aina	aobq	aoga
ojwaat	ohwaat	lkwaqt	ojwaat
kabutone	kdbutone	ixgutone	kabjhonf
labila	mabila	latilq	oabila
lameegi	lameegm	iamfegl	lzmeegi
teng	tyng	temh	tend
ajuru	gjuru	ajirj	qnuru
gibikiye	gibikiyej	fibkkoye	gibokkje
obullo	obullov	ibuiio	obhlio
ginyute	ginyutew	ginjuhr	ginyyfe
cikwa	cikwat	ckkwa	cilea
gibilwoŋe	gibiewoŋe	tibilwoŋw	gkbilwoŋe
gupokke	gupokye	gjlokje	gipooke
becen	becdn	brcem	bfaen
ipo	ilo	ioo	jpo
aparro	apasro	aperri	aparrl
ojer	ojerp	ijeg	ojrf
awekkongi	zwekkongi	wwskkpngi	xeekkonyi
lai	uai	iai	mzi
puku	pubu	puku	puli
time	timem	tohe	yime
odong	odongf	odpnh	oeonh
eti	etk	dti	fyi
wuwinyo-ni	wuwinyokni	wywigyi-ni	wuqinyo-ni
ŋecci	ŋbcci	ŋdsci	ŋecxl
ikatto	pkatto	ikzfti	ikwyto
giwillo	giwillox	gusiklo	hiwkllk
aleŋ	alqŋ	aodŋ	zkeŋ
pe	pem	pe	oe
akati	kkati	znati	akahi
biwaco	hiwaco	guwacp	blwaxk
ryen	ryon	rteb	ryqn
acwalo	rcwalo	acdapk	acwaoi
gilanyo	gilanyor	rilabjo	rilango
wang	lang	wqjg	warg
tamwa	damwa	tznwa	fahwx
dirica	jirica	wifica	wiricz
kite	kitx	nite	kitg
onyom	znyom	ovyom	unyim
matitino	maiitino	mahituho	jatitono
owila	owilaq	iwima	oeilw
ming	eing	ninr	mkmg
giumo	giumt	viumk	guino
gijiyo	gijwyo	gojiyk	gihuuo
ogarro	ogajro	ogarbk	ogzrfo
gutim	gutlm	hutin	guyih
gwicce	gwiccj	grisce	gwifcr
gujologi	yujologi	guunlogi	gmjplogi
warm	warmm	qadm	wstm
atwonna	atmonna	wtwofna	qrwknna
adongge	adonggey	qdlntge	adknggw
lunywar	uunywar	ljntwag	luhywsd
oromwu	oromau	orojxu	otomwu
line	liye	ljme	pinf
otweg	otdeg	ofwen	ofweu
remowu	aemowu	eemofu	dempeu
ibidwoko	bbidwoko	ibicwilo	ivudwiko
chi	chif	vhi	chh
gimi	ximi	goki	gomk
otelwu	otelwb	ptelwl	kteleu
latini	katini	lxhoni	owtini
kabutoni	knbutoni	kabntkni	kahutomi
lanyodo	lanyodz	psnykdo	lznyofp
okatto	okatmo	ojxtti	omattl
borro	vorro	horrl	bidro
gek-ki	geq-ki	fek-ki	dek-ki
guyaarre	guyaarru	gyyaaref	guyasrre
mugom	musom	munom	mufom
aya	ayar	ata	agw
pwot	nwot	lwkt	pwoh
gimwonyo	gimwgnyo	yimwpmyo	gijqonyk
kadong	kadosg	kqdojg	nadojg
gicwalogi	gicwakogi	gicwqlogi	gifwalogl
paligi	pmligi	pqligj	oakiri
gidabo	gidabt	gmdabi	njdabi
ongaddo	ongadpo	ogtzddo	lngawdo
atyeko	atgeko	arheno	atjskp
guporre	ruporre	gykoree	hupofre
nen-ni	nej-ni	nfg-ni	nen-nl
pirre	perre	pitge	mirrd
gugwelo	gugweho	gjgseko	bubwelo
lobowa	lobwwa	hogowa	pobiws
gipwoye	xipwoye	gnkwoye	gipwoue
litinowa	litisowa	liyjmowa	litknosa
maleriya	maleriya	jwleroya	mzierita
Ŋe	Ŋf	Ŋe	Ŋe
jokjokke	jokjokkd	jpjjikke	joojooke
ladwerre	larwerre	lxdwedge	lqrwrrre
ipako	epako	ikzko	lpako
guwiro	guwirof	yuqiri	vufiro
guloyogi	guloycgi	guloypgi	gjloyovu
awila	awilm	swlla	asula
gicaŋ	gicaŋw	gucaŋ	gicaŋ
ki	ka	ki	ki
ear	aar	eae	dar
cii	pii	cik	fki
mugati	mugati	myvatu	mkgqti
butto	uutto	butno	burtl
gwel	ggel	gdeo	gseo
emau	cmau	egau	emau
cweer	cwzer	vaeer	cweyr
caro	cafo	saeo	cago
abumma	cbumma	zfummw	agymmw
nog	uog	noh	noh
nywarre	nywarae	hgdarre	btwafre
jwiyo	jwwyo	uwiuo	jwkuo
luditone	lzditone	luditoje	ludogons
okonynyo	okonywyo	okonyhyu	okonymhk
latili	natili	lstili	lwtilu
kwor	kror	nwod	kwpg
abuny	vbuny	sbjny	afunu
kwoŋo	kwoŋoa	kwlŋo	naoŋl
amoka	amoga	anokq	abpka
dorka	dfrka	dkrkx	doriq
openye	openxe	olenje	opebyw
atye	arye	atud	agge
wulim	wulym	wilij	siiim
uria	urian	urus	yria
macol	mgcol	mxcpl	macjl
taam	tmam	tcam	taak
bidwokowu	bhdwokowu	fidqlkowu	vidwokpdu
icello	icexlo	lvsllo	ivfllo
elok	eloka	eiok	elok
aryebbe	awyebbe	qryebve	qryrbne
menu	mvnu	mdgu	mebh
waka	wtka	wxja	qana
gakke	galke	vakke	gakme
adiya	adima	adigw	sciya
lwoc	lwocs	lwls	lwpc
mwonya	mwomya	mqpbya	mwonhw
otegga	oeegga	oyegbz	ogegga
rommine	romminej	rommuhe	rlkmine
ket	ketm	key	kfg
wacone	wacond	wscinf	wackhw
atuya	rtuya	atyya	ztuys
lawed	sawed	lxwsd	lased
bunyoro	bunyvro	bjnyoru	bungpro
[ma	[mn	[ja	[mz
tunynyo	ounynyo	tungmto	tinunto
otinggo	otqnggo	lrinygo	otinguo
gitaddoni	gitaddoii	vitaddohi	ritzddobi
agaa	aiaa	staa	agzw
twit	jwit	twlr	fait
ikwanyo	ikwamyo	ikqsnyo	imwznyp
atimmo	itimmo	shimko	ahommo
palle	pblle	owlle	pqlla
abicitto	abicitto	xbixigto	abicigro
botta	botts	bitts	borta
den	denc	dwn	deg
oyac	oyah	pyax	oycc
dyegi	dyqgi	dyebo	fyrgj
otiko	vtiko	ktiko	oeiko
okum	pkum	kkum	oluk
teri	deri	ydri	ysri
oniang	oncang	pnoany	ojjang
tukko	tukkod	ykkko	tuoko
odiŋ	odil	odiŋ	ldiŋ
acoli	auoli	ackli	acjii
teŋteŋ	teŋteŋ	teŋgxŋ	teŋreŋ
girwakko	girwakko	hirwzkjo	hirwakio
cadenwa	cacenwa	cadfgwa	cadgnwz
oteka	omeka	otfla	otdjs
lukwat	lukwat	lukwqf	lukwat
gicenno	gicenna	gicwgmo	yicegno
owor	kwor	odor	owlr
tungi	tungo	fkngi	thnti
amii	ambi	xmli	qmji
eak	eok	exk	esk
giyenggo	oiyenggo	hihengfo	gijehggi
onogo	onogow	knlgo	ijogo
gueoo	gpeoo	guxoo	goeop
obwotte	obpotte	ibwoyge	obeottf
tugi	hugi	tugm	tuhl
kenwu	kcnwu	uehwu	kejwj
gwette	gwerte	hqstte	tastte
ocekko	ocekke	ofekpo	odekko
ikonio	akonio	ikojio	ikpnio
