khuwakho	khuwarho	uhuwakhj	khuaalho
mukhebiririsa	mukhebirirqsa	mukhebjbirisq	mujhebiridiza
anjeete	anfeete	anjrede	anjretr
ikholela	skholela	ilhilema	kkyooela
mubukule	mubukuler	hjbukupe	mhbukupe
umukhulu	umukhulus	uyukhhlu	uhukuupu
namwikontselela	nanwikontselela	nakwiionhseiela	namrikontswlsla
babuumba	bavuumba	babihmbw	bahuumga
alyoola	acyoola	auuoola	qlyoima
musaango	musaangok	musazngl	misaanto
babaloondelelatsaka	babaloondilelatsaka	fwbwloondwlwlatqaka	bavallonxelelatssia
khunyindaalila	rhunyindaalila	khkhyindqxlila	khunuibwazljla
amenyulamo	amenyulamot	akenjklamo	amenyjmamo
amiina	amiink	amuhna	amuina
musaafu	muiaafu	muszafu	husaadu
khukhakama	kmukhakama	jhuuhakams	uhukhakaja
bubukhali	bububhali	bibukhsmi	bubhnhwli
khwasangaala	khwtsangaala	khaasanhawla	ktwaxwhgaala
bafuniaki	bafunqaki	baehniakl	bacunisni
bulimikhawo	bulimikbawo	bulkminhado	mulimikhwwo
afunatsakila	afunatstkila	afunwtsamklw	sfunqtsakola
uwandalalile	zwandalalile	uwandalaoipw	uwanszialioe
ukawamba	udawamba	ukaqqnba	ukzwwmba
imelamela	imelamelf	imelajfka	kmelansla
khumuŋoonaŋoonela	kaumuŋoonaŋoonela	kuumuŋoobaŋoogela	kmumuŋolnaŋkonela
bamwiŋuluŋuunyila	bxmwiŋuluŋuunyila	bshwiŋjlhŋyunyila	banwiŋunhŋuunyjla
bamanyikhila	iamanyikhila	bananjinhils	bxmantikgkla
khukhwinjisa	khukhwinjisp	ljuknwinmisa	khkkhwihjisa
mutsinderere	mutsinddrere	mutsivderdre	mureijderede
sibashiile	sibashible	sobwsmiile	sibzshilld
khukhwiliinda	khukhwrliinda	lhukhwjliknda	kfukbwipiinda
nabyaala	nabyaalaq	mabyaslw	habyqaka
babaakha	babarkha	banazkhq	bqhaalha
muwolekho	muyolekho	mjwolwnho	mkaolekuo
imbawose	imdawose	ijbawoqf	jmbwwoss
mukabananila	mukabananiha	mukqbahanula	mukahananioa
tsitsikhuboolakho	tsitsikhyboolakho	tcirsikbubiolakno	yqirsikhuboplakho
byakholebwatsaka	byakholebxatsaka	byakuilefeagsaka	gyajyolebwatdaka
uri	uriw	url	jrk
bukyeekhe	cukyeekhe	bukyrwkhr	bhkybekhe
khusoolana	khuvoolana	kjjslolana	khusiolana
khwakhasikha	ehwakhasikha	kheekhwsikha	kjwanhesikha
bababatisa	mababatisa	babzbagisa	gababatksz
simbariisariisa	sqmbariisariisa	slmbariisadiisw	wimnariiswdiisq
ukhulomele	xkhulomele	ylhulimele	ukhullhele
sheewe	sheowe	steeee	sheesq
washiloombela	washildombela	eazhulkombela	wqsholoomhela
bibikhaweebwa	bieikhaweebwa	binikhaseebqs	bibulhawfebqa
ii	ci	ii	ji
kimilomo	kimilhmo	kijjloml	nijilimo
khwamayo	khwamayv	kuwamayo	kheamaho
naboolela	nabojlela	jaboklels	navooldia
khubayo	khuyayo	khuvsto	khuvayo
beera	beeva	vewra	geeda
mirwe	mirweu	murae	nirqr
khuwola	khuwolaf	kuucola	khjeola
ilikumu	ilikumud	ilikjmj	ilokjmu
ufwotsola	ufwotsola	yfdptsola	ufwotxolz
tsisaso	tsisasy	tskxqso	gsisaso
uw'omukasya	uw'omuaasya	jw'omukashq	uw'ohjkaqys
wabebotokhelesamo	wabebotokheuesamo	wafebotokmejesamo	wsbebotlkheoesaml
khukhalala	khukhapala	khukhalapa	khukjzlals
musikhile	musikhzle	musiugkle	musikniie
biliindilila	bilitndilila	biooindllila	biloihdillls
mibiimbi	mikiimbi	mibiimgi	hibiimbi
khuuwa	khuuwa	ihiuwa	hbuuwa
wamwangala	wamwavgala	wanwanvalq	esmwannala
uwashe	uwamhe	yaaste	ueaehe
uwabuumba	uwahuumba	jwwbuumbq	uqxbuumbq
tabisa	tabisar	yabisa	farisa
n'uronele	nauronele	n'htoneme	n'yronwie
malowo	majowo	hxlkwo	makowk
bayila	bmyila	bajile	nayils
shasalanisibwa	shasalanisibway	shasapxnidigwa	shawalagisufwx
muliwona	mulwwona	hkluwona	njliwoga
awayo	awapo	aaago	zwauo
mukisale	mukisali	mupisalw	mulicaie
banyoowe	tanyoowe	banyooww	babjiowe
alibala	jlibala	alnbqla	xlibala
babatitiikhana	babatitiikhanf	babatktjikjanx	hwbatitiikhwna
babimbukha	babimsukha	bahimvukhz	bwbimbjkha
eyi	eyip	wyi	egi
shikholebwa	shikholebsa	sgulholebwa	chikmolebwa
tsonakisila	tsonakistla	gsinzkisila	tsonsklsipa
injiraamba	injiraatba	injkrawmbs	inhlrqamba
batubasilemo	batubasiledo	bqyubaeimemo	bayuvasolejo
wayeyaane	wayeyaanp	wqyetawne	wateywane
nekhalilikha	rekhalilikha	nekhwlilokha	nekhaoklkkha
batsyatsaka	batsyatsaka	hatsywrsaka	vatxyafsakw
sikhulyakhanatsakakho	sivhulyakhanatsakakho	sihtulyakyanatzakakho	sikhulbauhsnatsaismho
kwabwe	kwagwe	keanws	owabds
balekhelawo	balekhelawod	balejheiwwo	baleuheladl
aryeena	axyeena	atyrema	qryeenw
khuliwo	khulido	mnullwo	nhupiao
umweha	umwnha	umerhs	umwebw
banakhusuta	barakhusuta	bznakhudufa	gsnakhudufa
mulomele	mulomele	muikmeoe	mulojelr
ekiitsa	ekiitla	emkiysa	eoiifss
bayonaani	baymnaani	bqyonwanu	bwylnaahi
khufwananisa	kiufwananisa	khkvwananksq	kjkdwananisa
wakhwofwasa	waqhwofwasa	qakhwpfwass	wakhwkfsxsa
s'abawo	s'abako	s'avawi	s'abawu
mwatsya	mwarsya	mwwcsya	jwatsjx
kumukuundakwo	kumukuumdakwo	kukukuundakqn	kumhkuundamwo
babaaliyo	babaalido	gabaaouyo	dabaaliyk
weyika	feyika	sdhika	wwylkz
shikhaakhila	shibhaakhila	syijhaakhiua	zhikhxakyilq
shishimaliilisayo	shishimatiilisayo	ehlshimalillisajl	ehishimapiimisaym
mushimanye	mushimabye	mishimanjf	jishimanyr
khumanyikha	khumanyikha	uhubanyikha	khumsntikha
khubakhupa	kvubakhupa	kjuvakhula	ihubakhjla
shiwonesa	shiwondsa	dhiwomesa	sbiwoneqa
bwama	mwama	bwajs	bwahx
sibaamufukiililamo	mibaamufukiililamo	eibaajufkniililaki	xibaamjfuujllulamo
lihabi	lihabin	oujabi	lkhabp
birakikha	dirakikha	bidakikha	kirakikha
lwaba	lwabn	mwabz	lqaba
ashimikha	ayhimikha	ashumokma	awhimimha
shibonekha	shibonekham	shigljekha	shibonwkha
shishakholekha	shishakholewha	snishwlhplekha	shiauakuooekha
khukhwombakhela	khukhwombpkhela	ihulhwombshhela	khukhqokbxnnela
khuuwaana	kzuuwaana	kguuqaama	uhyywaana
khukhulekha	khukhulekha	khukmulekgx	ktiihulekha
kakandi	kakfndi	ksuandi	kwkanvu
kamukobolamo	kamukvbolamo	kamjkobiuamo	kamukinopano
mubareere	mubaieere	mubqrdere	kubareere
mufukiilisanatsake	mufukidlisanatsake	muvjkiilivwnstsake	jutukuilusanatsaoe
uwanjeeta	uwanjeetap	uwajjerta	udanjsets
ulibatsaka	glibatsaka	ulibqgsakw	ukubstsaka
mwatuumiwile	mwatuumiwile	mwaruumieuoe	nwstkumiwile
shiwamba	shiwambay	anuwamba	egisamba
nitsiniisa	nitsinkisa	njtsijjisa	niteiniuea
ŋani	ŋaniy	ŋani	ŋeni
kakhola	kakhota	kalhils	makglla
khwaŋali	vhwaŋali	khwsŋqlk	ihsqŋali
shamukhola	shamukhoda	wjamukhlla	shwnukhila
wabaloombela	wabaloombelt	dabalpomgepa	wabaokomvrla
khubafunisa	khubafunisa	khubwtunisa	khubafijpsa
kamafumo	kayafumo	kahsrumo	mamafump
imakoombe	imakormbe	imakojmge	ikakoimve
tsakhombaka	tsaqhombaka	tsxkgkmbaka	gsaihomgala
w'omwana	w'omkana	w'omwxna	d'omwsha
baamala	baamalam	vaxmxla	baahxla
tsitsyamamo	tsitsfamamo	tsitsyahamo	tsitsyzmxmo
w'omusaayi	w'omusqayi	e'lmussayi	w'ojuzaayi
wayiŋoonaŋoonela	wayiŋoonqŋoonela	aajiŋoonaŋolmelz	eayiŋoifaŋoobela
lilayi	livayi	lilayl	iilayi
ikhwikaanekho	ikhwwkaanekho	jmhwikaanejmo	oktwikwwnekho
bubwimile	tubwimile	bubwihiis	bkbwimilw
liyiimba	liyiimea	liyuimba	liuiijba
ikhukambila	ikhukamlila	ikhukxnbima	ikninwmbila
bakholile	baoholile	bxiholime	vakhimile
bafukiilisaane	bafukiipisaane	bafukpilocaane	facukijkisaane
khus'ise	ahus'ise	kuus'isd	khis'ise
umukholi	bmukholi	umumhlki	umulnoki
imenya	imebya	inemha	iurnya
uwamulomesatsaka	uwamulomjsatsaka	uwwmullmesatxana	uaamjlomdsayaaka
mwiifwe	mwiifwe	msiiese	mwiigde
khwama	khwamai	mhwzja	kheajx
khonyene	khonyeye	khigyeje	khinyemr
babamenya	babmmenya	bdbamdnya	babauegya
is'indi	is'indf	ia'jndo	iq'imdo
kumulaambo	kumulafmbo	kumulszmgo	kumulaqmbi
nashikholile	nashikholiue	basyikjolild	gashlkholuls
kamabaambu	kamabaymbu	kamebsambu	kxmabaahbi
yanayi	yanaoi	ysnxhi	ywnzui
wambaasa	wamdaasa	wwmgaaza	wwkbaasw
muwulilila	muwulylila	mywhlilkla	huwulimiia
alomela	alomela	aimmela	alkmelx
ningene	ningenx	nimgenb	nkngete
babamwisaaya	babamwisaayd	babzmwiaaaya	bsbamwksaays
khurabilatsake	khurabilataake	kgurabupztsake	khurabymatswkf
wameseele	oameseele	aameqeeld	aameeedle
siwebiliile	sixebiliile	xiwebiluole	siwrfuliile
nalifumisile	naliyumisile	nwmifuyisile	napkcumisilf
emenielesa	emenielesk	emenkflesq	smenielewa
khwakhola	khwakhhla	khwakhkox	mhwakhilw
niyo	uiyo	nigo	niyk
wakhufukiilila	wakhufukiililu	wakjufujiulils	wamhufukilljiw
uw'omweha	uw'omwhha	hw'omweha	hw'omweha
noombakhe	nommbakhe	joombakgw	noohbaohe
barurawo	barurcwo	narurxwp	bafuraao
babakukyendelakho	babakukyendelajho	gsbakjkyenrelskho	hcbakukjenrelskho
khusiikhiwa	ehusiikhiwa	jhusojkhiwa	khusnioyiwa
khukukuula	khfkukuula	khikukuhia	lmukukkula
aliwa	aliwn	aliws	akiwq
libira	hibira	lkgura	minira
fanueli	fanueoi	bxnueli	tanueou
shimwaakha	shimwaakja	whimsaanha	snkmwaakha
mu	mm	mu	mu
sibimukholikhilekho	sibimukholikhilekyo	sjvimkuhplikhklekho	sifimukhklukhimskhl
alisaala	aliiaala	alusqwla	alieaaox
atsukha	atsukhs	atcukha	atsykja
khukhubowela	khukhybowela	kbuktubowela	kbukhubowela
nisho	nisgo	gishp	gisyk
alekelesebwe	alekylesebwe	zlrkelesetwe	zlekroesfbwe
khukangululila	khukangululixa	jhukanguluiimq	kbykanvklhlila
ukhaba	ukfaba	ukhage	ukhavz
kubamalatsake	kubamalatsake	kubaualwysake	kuvamalwteakw
umulayi	vmulayi	umulcti	omulzyi
khwandibeele	khwandibeeli	khqabdibfepe	khwansubeelw
tsisilili	tsisiluli	gsisipili	tsisipilo
ukhantsisaaya	uihantsisaaya	uuhxntsjsaayx	uknsntsisaqga
khukhwibilila	khukhwibilica	khukhwibijllq	kyhkhwibilimz
ashikhola	ashikhola	aehikhllq	axujkhola
bakanwa	bakanla	bakxbda	bekanwa
bawabila	bawagila	bawabima	bawabuka
aliitsilakho	aliitsilatho	apjutsilalho	aliltzolakho
khwamala	khwamaln	khwahals	khwqjala
babamuwulila	babamuwujila	bqbqmuwullia	bagamuwulila
befuumba	befuumbx	bsfykmba	befujmba
uwitsililisa	uwitsililisaa	uwjtsolilisx	ueitsililisw
khulibona	thulibona	khulihonw	kjulidona
yayo	yayo	nayo	yati
n'alifuna	n'alifunag	n'akifumq	y'allfuna
shililiwo	scililiwo	snilolkwo	shmlikiwo
khukhwiribwila	khukhwnribwila	kvukhwofibwila	khykhxiribwlla
uwambaasibwa	uwambaasibsa	udamhaasibda	uwakgaazibwa
asutibwatsaka	asutigwatsaka	axjtibaatswka	asktivwatwaka
biyaangisa	biyaangisao	biyazngiza	bitaagvisa
mukhamufukiilila	mukhamufukiililas	mkkhzjufukiijila	julhamyfukijlilw
byakholekhelakho	byakholekhelakho	hualholekhelakhp	byakgolwkhwlakhp
khwonakisibwa	khfonakisibwa	jhwonakisinwa	khwohakisjbqa
yakholookha	yakholookhap	yxkholipkha	yakhlloioya
lili	lkli	poli	kipi
mukasya	aukasya	jukacya	jukssya
wanyukanyuka	wtnyukanyuka	qanyukshykka	wxnytoanyuka
yawambibwa	yawambibwar	yxwakhibwa	yaqqmbibwq
bamubiiyila	bamuxiiyila	namubiiyila	banubuoyilz
wakhulondelele	wakhuloqdelele	wajhulojdrlelr	wakhilonwelrmf
uwabona	uwaboya	yqavona	uwatoba
khwawuliile	khwaeuliile	khwawulliid	khaawhoiils
bibilaangibwa	bibilaangibwr	hibilzwmgibwa	bibilaanhihwa
ayinasi	alinasi	ayjnasm	ayihask
ukanikhamo	uktnikhamo	unanikhani	ikanikhwjo
n'indiwamba	n'indiiamba	m'inwiwamha	n'indiwzuva
yakhusiikhiwatsakamo	yathusiikhiwatsakamo	yakguziikhjwatsslako	yanhusiuknowatzxkxmo
undola	undoba	unxilx	ujdopa
bashuusa	basluusa	hdshuusa	bqshuuzs
nahasoni	nahasons	jqhasohi	nahazonk
shikhabeyangisa	shikhabeyangisaj	shikhanwysmgisz	shikmabehqngusa
khulehesa	khulehesat	khulwhsss	khulfhesa
mwayitsula	mwayptsula	mwagjtsyla	mwxyitfula
awambe	amambe	awambw	swambe
usiinge	usiingen	isiinfr	usijnnf
n'angana	n'anqana	m'angana	n'abgaja
kyakananila	kyakanakila	kyakanxnjlz	kyakahwnklx
by'ali	bt'ali	ht'ali	by'sli
wayo	fayo	qago	watp
ilangilila	ilawgilila	ilangmllla	ioanrilila
bifukhamilile	bifukhamdlile	bitukhamilkor	bidukhamklilr
sikikhukhalila	sikikhukfalila	slkikbukhalina	sikikyuknalikz
n'amanyiile	ndamanyiile	n'amanyiilf	n'amzntiile
bashikhalamo	bashikhalamo	nqshikhakamk	bashkkhalamk
walihakha	walihauha	wapinauha	walkhauha
walamusibwa	walamussbwa	wajamusihwa	walakislbda
khukhwinuula	khukswinuula	hhykmwinuula	kjukhainuhla
uraambisa	uraambisj	urqamboss	yrzambixa
wayifuumba	waysfuumba	wayibhumba	wayifjumba
bibonekhela	bibojekhela	biblnekhwlz	bjbonenhekw
babekalila	babejalila	habekzlila	nqbekaliia
bamutsuntsumilisa	bamutsuntsumilisag	bahugsumtsuhilisa	nakutsytrsumilisa
khumuyeeta	khumuyeesa	khuhutfeta	khymujeetq
injendela	ixjendela	injshdels	lnjrndelz
shishifwana	shiskifwana	chjshifwqna	xhishicwanq
mumanyise	mumanyisey	munwnyisw	mumanticr
akhusontsoola	aksusontsoola	wjhksontsoolx	wkhusojtsoioa
onakisibwa	okakisibwa	onakjsubwz	pnakusibwx
kwabona	kwabonz	ksabpba	kwafoha
muboneyo	quboneyo	muhonebo	mugoneyo
kayimanya	kayimasya	mwyimanyw	ksyimabja
khukhufuura	khukhufuure	khhkhugiura	ljukhufuuez
buwandalasibwa	buwandalasibwe	budandalaslhwz	bueandaiazjvwa
balamukha	balamukhac	valakukhx	balxmukga
bu	vu	bu	bu
n'urame	n'urzme	n'ueane	m'jrame
bakwaarire	bakwaarirek	fakwasrire	baowxarure
bamutimisa	bnmutimisa	banurlmisa	gamuhinisa
khabe	kbabe	mhabf	kjzbe
mumukana	mumukank	kumukava	mumukaja
wantsikontselela	wantsekontselela	qangxikontselela	wanrsikontcflelx
khubekhoyela	khtbekhoyela	khubfjhohelw	khubekhonelz
uwasheefwe	uwashlefwe	uwashfegse	jwasbeefwe
bwoolile	bwooliye	bwollkie	beoklike
khaluluwile	kgaluluwile	khaoulheile	khwluluwlke
tsimiimbo	tsimiimdo	tsimiimho	tsiniikbo
wakhusaala	wakhugaala	wakvhsaala	wakhusasia
byamukoraanile	myamukoraanile	bywmukprsanild	hyamikpdaxnile
mwawuliile	mwawulkile	jsawupiile	mwawullime
nakulile	nakulilz	naijlilw	nwkuliof
khutuuma	keutuuma	kujfuuma	jnutkuma
bakhoombakho	bakhvombakho	baknoojbqkhk	nskhoombakho
indirama	indiramm	indlfqma	incirsja
warelemo	wareleqo	sarriemo	wareiemo
ayeŋaana	ayeŋuana	ayeŋwwha	ayeŋsana
shinatsya	shinvtsya	shknatrya	aninztsya
n'amalile	n'avalile	n'amaiikd	j'amalior
munjeete	munjedte	monjeere	munnsdte
okesanisibwa	hkesanisibwa	ooeeaniskvwa	inesanisibws
imusutile	iyusutile	omusutple	imushyole
byoowo	dyoowo	bhoiwk	bhiiwo
akhupilingisile	okhupilingisile	skhupilinruails	akhupiponhlzile
ulibawangasa	ulibawyngasa	hmibawxbgasa	ulifawqbgaaa
mwawanayo	mwtwanayo	meawandyo	mwzwanagl
khukhuronela	khukhuranela	nhukhueoneiw	uuuktutonela
imiimbo	imiiqbo	omllmbo	igiihbo
sibabona	sibabonag	zibankna	eibablns
wanduma	wayduma	wxndunz	wandyja
bibe	biby	mibe	hihe
kukulaangiwa	kukulaangkwa	kukukaamgjda	kukulwangowa
mwaronewilemo	mwaronewilemos	mwaronswikemo	msxronewilemo
shitaambi	shvtaambi	zhitaajbo	shirawmfi
lya	lxa	lyx	lua
khunyoolile	khunaoolile	kmunjkolile	jjkbyoolile
khubaronela	khubaroneta	khubagobels	kgibarigela
muluraambise	muluraajbise	mhljraambkse	mhlmraambise
babawonesebwa	babawonjsebwa	bagdwonrsebwa	bafawonwswhwa
kameeno	kaleeno	kamfehl	kamfwho
khukobosebwamo	khukobosebwamj	khuklboqebwajp	ihukkfksebwamk
bamwababekho	bamwabaoekho	bamwxbagekgo	banwzbageiho
mubalome	mubalome	hubzloje	kunalome
uwenyukha	uwevyukha	uwsnyukhq	iwenyukga
mawa	mtwa	maqz	mwwz
khubelamo	khubelamo	khibdoamo	khjbelano
akhukana	akhukasa	aktukaba	ajhumxna
khukhwikiitsiwila	khurhwikiitsiwila	kfuihwikiktsiwlla	khumhwikiktdiwioa
khwalalukhile	khwaualukhile	lhwalaoukhilr	khwalaluihilf
liwuusi	liwuusij	livuusu	lisuusl
babonaki	yabonaki	babofali	bavonqji
kumukali	kumukali	kumykdli	kumukwll
uwawa	uwawo	uwdwa	hwxea
walekhela	walekhelaf	eamwkhela	wqlsmhela
khwitsile	kheitsile	kmwitwjle	nhwifsilr
wamalile	wamalfle	wamamile	wanzlilr
baasho	baashof	faawhi	bdssho
tsimuungu	tsimuunyu	gsimjungy	hsimutngu
alubano	alubdno	alubsno	alubwnl
khunyalisila	chunyalisila	mhunyxlusilx	itunyzlusila
nabalakila	nabanakila	babalaiioa	jzbalzkila
bakalusayo	bakalusayc	vakalucato	baksmusaho
kwolelele	kwulelele	kwolrkels	kwolemslf
mukane	mukand	muuahe	mymane
muwulilatsake	muyulilatsake	kywulilatsajw	muwklilabsakd
mukheeba	muyheeba	mujherba	hkmheeba
bubwareera	bubxareera	bubwsrfega	bhbdzreera
babandaaye	eabandaaye	bsbandwqye	nabzndaayw
sikhwetubaasa	sikhwetmbaasa	sokuwetubassa	sikgwerubaaza
aamba	xamba	aamgw	ashba
akyeendaana	akytendaana	akysfndaana	akheensaana
sikhuwulila	sikhuwulilah	simhuwululw	siohuzulils
kuleopa	kuleopah	luleoka	kuoeopa
mumanya	mumanga	jujanys	hhjanya
tsaboone	tsaboode	tqaboone	tswbkine
akoraana	akozaana	amofasna	ailraana
lilikyelisa	ldlikyelisa	lkpinyelisa	kioikyelusz
s'indiiryakho	s'indbiryakho	s'ihdijryakhi	q'undiiryaiho
ukwo	ukso	klwo	ykwi
semu	semul	zemk	seni
maayilo	maayioo	maakklo	kqayjlo
lyamaliyile	lyamaliyils	lyamaoiyome	lhaksliyike
basamariya	basqmariya	hasamarkyz	vasamqriyw
khusoma	khusowa	khjfoma	lhusiha
bubiri	bubiro	gjbiro	bubuti
kimilimo	kimilimx	kimiliko	kjmilimo
mufuna	mhfuna	muekha	mofyna
babanuunisa	babanuunisx	babzbuumisa	babanjuvisa
n'aboola	niaboola	g'aboola	n'abkolw
n'ukhalila	r'ukhalila	n'uktamila	n'ukhapima
yabirirewo	yabirirmwo	taburireqo	yzbirirfwl
khukukhola	khukakhola	khjkkkhkla	khjkkkhola
khuboone	khuboyne	knyfoone	bhufoone
urangila	ueangila	nranglla	urqjyila
kakaŋaaha	kakaŋaaba	kakqŋaaya	kanzŋaahw
bakhwe	bajhwe	bsihwe	gwihwe
sishinyala	sishincala	dishinyxla	sishikyapa
imbatisa	imbatiaa	imfatksa	imfatksa
ureere	ureeee	yregre	ygrere
wabakaanile	wabakaandle	wxbwkaankle	aabsmaqnile
alukule	alukgle	zljmule	akukulf
bwakhosesa	bwakhosesap	vwqkhosewa	nqakhoseda
khwakwo	khoakwo	khrskwo	mhwakdo
londelela	londelefa	poneelelx	pohdelela
khubalomakho	khubaaomakho	lgubslomakho	nhkbalomanho
boora	boora	bloea	booya
bakyeenda	bakyeenda	hwjyeenda	balyewmda
byamiliya	byamilmya	byakikiyq	byamiooya
etsubatsake	etsubatsaxe	etsubahsxie	rtfubatsaie
akhulikho	akhulkkho	akhjllkuo	akhiiikhl
babetsukhulu	babetszkhulu	bzfetshkhhlu	babetejuhuiu
atsangililwe	atrangililwe	qyqangililws	atsqngililds
uwatsana	uwatsanaw	uwatsana	uwatsajw
muwonese	muwofese	mkaonese	huwojesr
mubaruremo	mubarurelo	kunaruremi	mubarureko
arusibwa	arusvbwa	aehsibwz	adywibwa
ukhola	ukholn	ikhola	ukhklw
n'andobola	n'avdobola	n'andofolx	n'amdobopx
fiini	faini	fmini	fmini
ukholile	ukrolile	kkholike	ukbolipe
nakhufwa	nakmufwa	galhuewa	nakguxwa
mutwiikha	mutwiikhan	muteiinta	mugwiiiha
buyinda	auyinda	buuijxa	buyinfs
umujulilwa	umujulilwak	imyjuliowa	umuujlilwa
wamubowele	wamubowelej	damubpweke	wamuvkqele
sikhumalibwawo	sikhumalqbwawo	sokhumslobwawk	wikgumalibszwo
busikha	busikga	fusijhw	busimhs
khwawoonatsaka	khwawoonatkaka	kmsawoonstsaia	kmwawoonxtsaka
luundi	luundib	mhyndi	kuyndo
abaawo	abaawod	ahazwl	abxxwo
bwamubatsakakho	bwamubahsakakho	bwxmuvwtsajzkho	bwamkgatswlakuo
bunyindalifu	bunyindalifuc	bunyijwzliru	gunyindaljfy
khumanya	khumanha	jhujxnya	khhmsmya
linoma	uinoma	linona	llnomw
shipo	shiio	shipl	chopi
khuwesa	khuweva	khyqeaa	khuwefq
baakaanisa	baakaaniha	baaiaamica	baauxamisa
wibyaale	wigyaale	wibusxle	wnbyaaie
khakhwihaambile	khakhwiqaambile	kyzkhwihaxjblle	khakmqihqzmbile
shilyo	sfilyo	shilfk	shikyo
mwawambila	mwawamkila	mwawamhilq	kwawajvila
khuno	khuna	luuno	ihkno
ana	dna	anw	anz
bashinywakho	bashinywanho	bxshinyvxkho	bashunywakho
sashiilimo	sishiilimo	xsshiiliko	swshiilinl
kyaruramo	kyaruiamo	kyxrueqmo	kyafugaho
mulikanila	mxlikanila	nukiksnila	mulikanimz
wandimuloombile	wandimuloombilen	qajdimukoojbiie	eaneimulolmbkle
walolelele	wvlolelele	waloowleoe	wsoklelele
siyabonekhayo	siyaboneksayo	siyanoneohayo	doyavondkhayo
khuwonesela	khuwenesela	mhhwonesels	khuaonsseoa
ulikho	plikho	yliyho	uliujo
n'ekiitsa	n'ekiitsaa	h'rkiitsq	n'ekijhsa
akhwikiitsakho	akhwikiitsawho	akhwikiitzwkho	akhwikijtsamnl
mwarurire	jwarurire	nwatkrire	mwarurifd
bekyelile	bekyelilt	bekyrlile	bekhepipe
mwenyene	mwenybne	mdehyene	mwrnuene
khuwambatsaka	khurambatsaka	kvuwambatsqja	kuuwambayeaks
balimanya	balimanaa	bqlinanya	bspimanyz
mwatsiililila	mwatsiililila	mwqtsiilplipa	mwatwiulilila
elomakho	elomzkho	ellkakho	flpmaoho
baweentse	bawkentse	bawfenhse	nawrdntse
regiyo	regixo	regihu	defiyo
byabahesa	byabahesx	byxbshrsa	btsbxhesa
barurayo	barurapo	bqrhrsyo	barjraho
babiiyila	babiiymla	babijhipa	babljyila
shamwakhila	shamwakmila	shamdakmioa	dhxmwauhula
ulaangiwile	ulaangiwilei	ulqanniwild	uoaangkwile
naabi	ncabi	naavu	bwxbi
khwiimikhile	khwiimikhilh	kbwiikukhkle	khwjimiuuioe
itaayi	itaati	htaayi	ktsayi
ukalukha	ukavukha	ukaljkha	ukaljuha
bamanyiile	bamanziile	bqnamyiile	famanyiikd
aliindibwila	aliindiqwila	amiineibdila	zlkindlbwilz
bibishifuurakho	binishifuurakho	bibistifmufauho	glbishifuuraouo
mapuusu	mapumsu	mqouush	mapiusj
mulirekeeresa	mulirekneresa	mupifekewrdsa	nulktekeeresa
amurangilile	anurangilile	amjranfiliue	qnhrangililw
atsiinisiwila	atsijnisiwila	atsiiniwiwiia	atsiigiskwilw
kwahesa	kwahmsa	kaaneaa	kwahrdz
babeetsile	babestsile	naneetslle	bafeetsild
kakamunyalisisa	vakamunyalisisa	ksoamugyaljsisa	iamamunyaiisoxa
indibakaanisa	indibkkaanisa	ihdibajaamiea	infifakaanisa
babakhila	babakhika	bxfqkhila	babalyila
muweentse	muweensse	nuweentse	mudeentwf
ikhahanyila	ikbahanyila	ikhahwnyika	umhahanyika
butsya	butsyz	gutshq	bjtsya
behanyakakho	bfhanyakakho	behanuskaoho	behanyakzkgp
khwayilibwa	khxayilibwa	jhwayilubwz	ktwauklibwa
s'antsakhila	s'vntsakhila	a'antsauhils	q'antsakmila
tsashuukha	tsashuuvha	texshuhkha	ysashyukha
khukubyeengebwa	khukubyeengebwl	jhukunywejfebwa	mhukybyesnyebws
wabiiyila	wariiyila	wsgiiyola	wqfiuyila
bamukhuruura	bamukhurusra	bajukhueujga	bamykhjeuurq
bwonakisibwa	bwonakmsibwa	bwpnakisibea	bwonaklsuvqa
wakhulakila	wakhulakilam	sanhulakipa	waohulakhlx
uwundeebile	uwuedeebile	ueundefbule	uwundeevkke
betubaasila	betubaasfla	bstubaasima	bstubaaqila
mukhomewa	mukhomewab	mukmomera	mukhimeeq
sibabuya	sibatuya	elbabuys	cibabuys
basiku	dasiku	bxsiii	bacikh
khureeba	khurevba	khhredga	kfureeba
khukuta	khuputa	khuknfa	khuiutx
intsiinikhanila	intsiinikhancla	ijtsjlnikhagioa	intziknkkhwnioa
bamufunaana	bamufunaanj	bahufyjaana	bamufunaamz
indibona	indibdna	jhwibona	jndibkba
s'ashuusakho	s'vshuusakho	s'ashmuxajho	s'awhujsanho
lusiya	lfsiya	musiha	lueoha
khubatsema	khubetsema	khibsysema	khibatseja
shindikho	dhindikho	xhindimno	shijdkkho
shabwo	suabwo	shzfwo	shahwo
khwawulilikhana	khwawulilikhanah	khwasupillmhama	kheawulikuihana
bomweene	bomwjene	vomweemr	blmseene
shamisa	shamisaq	whamiew	shzmica
benyoowa	benylowa	bsghoowa	bdnyolwa
shishabawambisa	shishabawamjisa	chishzbawakbuss	shisjahawsmbiaq
shamanyikha	shimanyikha	shamanuiktz	shamantiohz
ukhakhunyoowe	ukhakhunyoowek	ukhamhjgyolwe	ykhqjhunyoowe
lilyafwanana	lilyafwanaoa	liljafwagqnz	pklyafwajwna
