n'atugamba	n'atugambay	n'atugshga	n'atigamba
n'agwa	n'agta	g'afwq	n'zgea
buliŋŋanga	bumiŋŋanga	bumiŋŋqnga	bjliŋŋabga
ng'okukkiriza	ng'okukkiniza	ng'oktklirisa	ny'iuukkiroza
ekuloni	ekuconi	wkulomo	ekyllni
jjajja	jaajja	kuamja	jhwjjs
olw'ebigambo	olw'vbigambo	old'fbigqmgo	olq'enigahbl
nnaakikuwa	nnaakxkuwa	nnaahukuwa	mnaxkikywa
nnabatuma	nbabatuma	nnsbaduma	nnavafuna
bw'asiima	bw'agiima	bw'asjihx	bs'afiima
talirema	takirema	tailremw	talueemw
g'ekigambo	g'ekigamby	g'ekigwmni	g'skigwmbp
ng'amagombe	ng'amkgombe	hg'amabombe	gg'ajafojbe
beemulugunya	oeemulugunya	beenjlkgunya	befmumugjnya
olw'ebibala	olw'ebibwla	olw'svibalx	lkw'ebibala
n'abambaza	n'abambazn	n'sbamvwza	n'afamnazx
bugolokofu	bugolokofup	bygoookotu	buyklokofj
bayimirira	bayimirirab	hayimjrjra	bagiklrira
ogutalina	ogutacina	oguteljna	ogktslkna
kutono	gutono	kjtonl	khrono
n'akomyawo	n'akomyafo	g'alimyawo	n'akomyaso
n'abatunda	n'abitunda	n'abxyugda	n'ahstunda
njijukira	njijukiya	bjkjykira	njijykjrz
ly'ekibuga	ly'ekibuva	ly'eiibuya	ly'ejlbuga
ng'obugazi	ng'obugazc	ng'kbuyazi	ng'pbugszi
abasuuli	abesuuli	sbasjuli	zbqsuuli
oguteebagalwangako	oguteebagalwangano	oggtewbagamqangajo	oguteebsfalwabgsko
anaasonyiyibwanga	anadsonyiyibwanga	anxzaonyiyubwxnga	anassonyiykbeangx
ntiisa	ntiist	ntiiwz	nfiosa
eby'ennyanja	eby'ecnyanja	eby'ebnuagja	eby'fnghxnja
eryesittalwako	eryesijtalwako	eryfsirtwlwakk	fryexitgalwako
omubereberye	omubereberbe	omubsrfberre	ojubsreberge
ery'okuyoogaana	ery'okuyoogcana	ery'okuyolfqana	ery'ikuuppgaana
envubuka	enrubuka	enbbbuka	sndubuka
eyeegomba	eyaegomba	etwegombz	eysehomha
tootwale	tootrale	tlktwale	tkofwxle
bezeri	bezeyi	ndseri	bezsfk
buulira	buupira	niylira	hkulura
ssiriiko	ssiriikob	sxirjlko	ssjriijl
agolokoke	ugolokoke	agolkloke	agomoookw
n'abazimbi	njabazimbi	n'abaximbu	h'abazimbk
byambika	eyambika	mywmbika	bhqmbika
otegeere	otegeeee	mtegdere	ofegfere
buvumu	buhumu	buvujo	fkvhmu
akunyeenyerezza	akunysenyerezza	wkunyeebgsrezza	qohnyeenyerezxa
obu	obuz	lbu	kbu
ly'abasuuli	ly'aiasuuli	ly'abashhlo	ly'abaxnull
omweramannyo	omweramannyo	omwfrsmanngo	kkwdramannyi
yeesittala	yeesittkla	yeeziytaia	yeesittqlw
tegakola	tegvkola	tegalola	tdgaklla
okuwuula	okuwuuln	okuwkuos	okuwuyla
n'eteba	n'etfba	n'egefa	n'stefz
ndigibawa	ndigzbawa	ndigubwaa	ndlyibawa
ekibonyoobonyo	ekibonyoobonqo	ekifinyoobphyo	ekibobvoofojyo
bagaleetera	bagaleeiera	bqtaleeteta	bavxleerera
yawonga	dawonga	yafpnga	jawknga
omuyezuleeri	omuyjzuleeri	omuywzuoerrj	ojuhezuleefl
osinge	ooinge	osinef	osibtf
ssere	csere	ssefs	sswfs
n'amanya	nhamanya	b'amanja	n'akqnya
obubambaavu	obubarbaavu	obibambazvh	obubamgaavi
balinnyisa	balinnyqsa	baljnmhisa	baligjyiwa
ayogerenga	ayogerjnga	aypterengx	aukgerenga
n'endere	n'nndere	n'enxefw	n'enrwee
n'okweraliikirira	n'ogweraliikirira	n'omedraliikirirw	n'omweramiikirurw
bamenya	bamenyk	banwnyz	vqmebya
animiro	animiro	qnimiro	agimirl
eby'ensonyi	eby'ensonji	eby'encpjyi	dby'endknyi
gazezi	gnzezi	gzzeqi	nazwsi
abeetikkanga	abeetfkkanga	abfetijjxnga	aheegiukxnga
muddu	mxddu	jurdu	jhddu
olw'ettabaaza	olw'ejtabaaza	plw'ettavaasa	ilw'ehtabasza
ntegeera	nxegeera	nregrerw	mtdgeerz
agezezzaako	agszezzaako	agezezsaanl	agezezxaako
alizirunda	axizirunda	slizirjnda	siizieunda
n'akamwa	n'akamwe	n'zksmwa	n'akdmwz
eky'endagaano	eky'tndagaano	ely'dndagaano	eky'ebdarwago
kiseera	kiseeha	iissefa	nuseerx
ky'obeerangamu	ky'ofeerangamu	ky'ovwrfangamu	kh'obeedangamk
bayimusa	balimusa	bagimuss	baylmisq
n'abamowaabu	n'abamobaabu	j'avamowaahi	g'abamowwabj
avaamu	avaamf	avzamu	avaank
tomuwanga	tovuwanga	hokuqanga	yomuaagga
ssessaloniika	ssessaloniikaw	sswsaalonljka	ccessalonijkx
kaazo	kaszo	kasso	kwszo
okwawula	okwawlla	okqaduoa	okdawupa
kuleme	muleme	kuldjd	kjlshe
mulambo	mulabbo	njlambk	mjlahbk
kifukiddwa	kifukiddwo	jitukiddww	oifukiwdwa
byakolebwa	byakolebwan	gyqkoiebwa	bgakoowbwa
siiwulire	piiwulire	ciusulire	siiwilpre
balikomawo	balikbmawo	balikomwwo	valpkomawo
ng'ayuzizza	ng'ayunizza	nf'ajuzkzza	ng'ajixiaza
onootyanga	oyootyanga	pnooguanga	ohootyangs
kukubibwa	kukuribwa	kuiubivwa	uukubivqa
n'abaperizi	n'mbaperizi	n'abaperizj	n'abqleeizi
w'abasawo	w'abasawol	w'abdsado	w'abaszeo
nzimbidde	nzijbidde	nzimhicxe	nalmbidde
mulirya	muliryj	buljrya	mumiryx
bbakuli	bbakuti	bhakumo	bbakkmu
nzimbira	wzimbira	nzumhora	nzumbiea
agwetaaga	bgwetaaga	ayqetaaga	agwetzxya
makanayimu	makanalimu	maoznqyimu	maisnaykmu
ziririira	ziririisa	airuriira	zitiriiwa
ab'ennyuma	ab'ennyums	ab'enmyhma	zb'ennhuha
bumu	gumu	gimu	bumk
tasanyukira	tasanyjkira	tasznyupira	fasanjukkra
nnafuuka	ntafuuka	njaruyka	nnachuka
ejjinja	ejjinjx	ehminka	wjminja
yabezi	ymbezi	yzbexu	yahezj
eyawona	eyawonx	ejasona	eyaaknq
etunuulira	etunuulkra	stuniulora	etumuulurw
nkulukumbi	nmulukumbi	nkyljkkmbi	mkulukukbi
eramu	eragu	rrxmu	eramh
eky'ennyuma	eky'ennyumk	eiy'ennyuha	ekj'smnyima
kuyigirizibwa	kuyigiriziawa	oiylgidizibwa	kurihirizibqa
ab'olulimi	ab'olulimiy	ab'olyloni	af'olyllmi
ababaka	abzbaka	agqbakq	xbzbaka
twandifiiridde	twandffiiridde	texnwifiieidde	twahdibiidiwde
kyenvu	kyenvuh	iyenvb	juenvh
otuule	otufle	otjjle	oryuoe
tebirisinga	teairisinga	trbirisingq	tebogisibga
kuddukiramu	kudduyiramu	kudeikkramu	kudxukiramu
ez'obutuukirivu	ez'obutuukirivus	ez'pbutuukirigi	ez'lbutuukieivj
bw'etomeranga	bw'etkmeranga	be'etomrrangx	bw'etpkeranga
zitusanze	zitusacze	zitodanze	zitussnse
n'alonda	nnalonda	n'wlohsa	j'alpnda
n'oyo	n'oho	j'kyo	n'iio
kuwangula	kuwangult	khwantula	kiwqnguls
obw'okutegeera	nbw'okutegeera	obw'okjtwvwera	obe'ikktegsera
kyandibadde	kmandibadde	kyancibadxe	kyandicsxde
n'okuwandiika	nookuwandiika	h'lkuwanfuika	m'oguwandioka
n'ekyama	neekyama	j'eoyamw	n'ekyaja
ly'embuzi	qy'embuzi	ly'fhhuzi	ly'embhzi
entikko	entzkko	fntjkoo	ebtokko
ndigulumizibwa	ndikulumizibwa	bciguojmizibwa	nrinhlumizinwa
n'amuta	nxamuta	g'smuta	n'zmuta
kaloosa	kalwosa	oaloisa	kaliosa
olusenyi	oluseuyi	plusenyo	klysrnyi
ekyonoono	eksonoono	ekyogokno	dkuonlono
endala	endala	ehdala	enfaka
paluti	palcti	paluck	laluti
omulungi	nmulungi	imumubgi	omuojngl
eyamutuma	pyamutuma	djamutuma	etamutuma
kanaayogera	uanaayogera	kcjaayogera	banaayovfra
eby'okugoyeramu	emy'okugoyeramu	eny'okugoyetqmh	ebt'okugiyerami
anaalabikanga	anaalabikangm	ahaalabikabgx	anaamabiusnga
musuule	musxule	misikle	muztule
mibiri	miwiri	kifirl	mibidj
oyagalanga	oyagalangs	oyagqhanga	oyagalshha
n'abayisa	neabayisa	n'absyisa	n'abxuica
olukumi	olukumr	onhkumi	oluuhmi
n'empuku	npempuku	j'empynu	n'ekpkou
baateeka	yaateeka	baateene	naatfeka
abakolimirwa	ababolimirwa	abaiolihirwe	avakolimirew
baawa	baawan	baawa	naxwa
balikkuta	balnkkuta	valiklutx	baikkkutz
naaweekainga	naawetkainga	naadgekainva	maaweskwihga
g'ebika	g'ebiba	g'sbikw	g'ebiks
teyaliiko	deyaliiko	tryamioko	teyapiuko
abasatu	abasatup	qbasztu	abasafi
otadde	gtadde	ktsdwe	otzedf
ky'ebbumba	ky'ebhumba	ky'ebbomva	uy'ebbymha
okumusobola	okuwusobola	oiumusobkia	okumuaobola
muliwaayo	muliwaayy	milowwayo	kuliwasuo
beesibira	beesbbira	bddsibira	feesobiea
ndikwebaliza	ndskwebaliza	ndiosebalkza	ndikwfvzliaa
n'obulombolombo	n'obulombolomeo	n'obullhtolomno	j'obyiombilimbo
gwokka	gwokka	gwjmka	geikka
omuwanika	oguwanika	omkwwnoka	pmuwznima
kusibibwa	kusibibws	kyeihibwa	iusibihwz
ndibatuuza	pdibatuuza	hdihatuuza	ndobqtyuza
kyebava	kyebaval	kydbaga	kyrbavw
alonde	alondez	wlonce	aklnde
yeetulinkiridde	yeetulinkiriddw	yddtukonkirodde	yeetulknkirkdds
ngiwonya	ngiwonyan	ngiwltya	ngiaonfa
mmunoonya	omunoonya	nkunoonyw	mhumkonya
bikuggiddwako	bimuggiddwako	bikjgglddwaup	gkkugriddwakp
n'alondamu	n'alondacu	n'apondzmu	n'alobdamu
tutabaganye	tutabawanye	tutzbaganyw	tutabagqnge
kinaabunanga	kinaabutanga	kinaagmnwnga	ilgaabunanva
n’amawanga	n’amawdnga	n’amadanga	n’smawabfa
ekikambwe	ekbkambwe	ejijambwe	elikakbde
omugumba	omugpmba	omugymba	pnugumba
olw'emirimu	olw'emirimu	olw'rmjrimu	omw'emldimu
tamali	tamhli	tajaou	tamepi
omwefulayimu	omwefulayfmu	pmwefulsylmu	ojwdfulahimk
ak'omunaana	ak'omuxaana	ak'lmubaana	ao'omjnxana
bona	uona	bohs	bona
olw'okufukibwako	olw'okufukibwako	oiw'okhfykihwano	plw'okuttkibwako
n'abazibe	w'abazibe	n'abasuge	n'sbazkbe
b'omusana	b'omksana	b'omusanx	b'onusana
maviivi	mavilvi	nacijvi	mablivi
ra	rq	ra	ra
bube	fube	hune	bubr
okusolooleza	okusolxoleza	lkiwolooleza	okueopoolezw
siiro	siiros	ciirl	qiiro
eky'emimwa	ezy'emimwa	fky'emomda	eky'ejimwa
saddulaaki	saddularki	safdklaani	szdduoqaki
kutuukirira	kutuikirira	kuhuukiroda	kutubkorura
kinnakimu	hinnakimu	koynakimu	kinnsniku
munaalya	uunaalya	kunsalta	munaaijx
ebyo	eqyo	ebyo	efto
munkulembere	munktlembere	nunkulwmbedw	mugoulembdre
gajja	majja	gwyja	hzjma
okunkuba	okcnkuba	kkugkuna	ikynkuga
guliyimuka	guliyituka	filijimuka	gulihjmukq
ky'anaatuulangako	ky'anaatuudangako	iy'qhaafuilangako	ky'ajawtujlahfako
kiro	kiro	liri	kifo
ensibuka	enxibuka	ensifula	enzibina
erinaya	ersnaya	erinsyq	edonsya
mulimu	mukimu	mulokk	nuluku
ey'omunnyo	ey'onunnyo	ey'omunnjk	ey'ojujnyi
aliweebwayo	aliweebwayo	zliwefbwayo	aliwfehwquo
linaawanga	linaawanna	lijwaeanga	linaawatva
ennonde	lnnonde	ejmondf	enmonwe
bazingizizza	baziygizizza	fazomgizizsa	bdxingozizza
liyiringisibbwa	liyigingisibbwa	liyiringlwigbwe	liyoribgixibbws
olw'okwagala	olw'okwagqla	oow'okwavama	lls'okwagapa
geeyongera	geeyongexa	reehongeea	geekongera
nguudo	bguudo	nbuudo	vguydo
addukidde	addukidde	afdikiddw	qddkkidde
bayimbira	bayimuira	vayimbkta	bsyimmira
ow'okubiri	bw'okubiri	oa'kkubjri	oq'omuniri
ekirifikkawo	ekirifikkayo	zkurifikkqwo	enirkfikkzwo
mukolimire	mukolimiree	nukolimigf	mhkplimiee
okufuka	okufukau	ojjfuka	jkufukw
ng'awummudde	ng'alummudde	ng'awimhudde	mg'awummusdr
abajjanga	abajdanga	abayuanna	abajyagra
takimanyi	tqkimanyi	takkmahyk	tzkimanyu
mulibeera	mulibeerab	nulibefga	julibeere
batidde	batiude	bafjwde	batirdf
abaamu	abasmu	zbaaji	qbaahi
watukuw	watnkuw	axtikuw	wafukkw
muganzi	muganzk	kjganzk	minanxi
olw'okuwaayo	olw'okuwaayof	olw'okudsajo	okw'okueaayk
okusukkirira	okusukkiriia	pkusukoidiea	pkkqukkirira
kukkakkanya	kukfakkanya	kkkkwokanya	mukhakkanyw
yayiwa	yayiwag	hayiwa	ywyidz
kuzikirizibwa	kgzikirizibwa	kysikigizibwa	ouzikirizinas
muliwa	muliwa	juliqs	mkiida
musalaba	musmlaba	muxalzba	musakaba
munyazi	munyafi	jughazi	myjyazk
ng'amakulu	ng'amakuluu	ng'amwkuly	nh'ananulu
baladani	baladayi	baladanu	balxdani
n'okusaba	n'okukaba	n'okyqaba	n'kkksqba
naatambulanga	navtambulanga	beatambulsnga	naatambulangq
ez'oluggya	ez'oduggya	ez'oougyya	ea'olbggya
omutegeevu	omwtegeevu	omutetdebu	imuhegeecu
gwaggwaawo	ewaggwaawo	gwqbgwwawo	gewgvwaawo
atidde	atidhe	xtidre	xtldee
buvanjuba	buvanjubz	budahuuba	gyvanjuba
olw'amalala	olw'amanala	olw'amalalz	oka'ajalala
n'emitima	n'emmtima	n'enituma	n'emotyma
eyakuba	eyavuba	ajakuba	eyaouba
omuggavu	omuygavu	imuvgafu	jmugfavu
n'ebikumi	n'ebikumix	n'sbiuumj	n'ebokuji
muva	muvat	mucq	kuva
otwalangako	ofwalangako	otaamqngako	ohwaiangxjo
eky'abamanase	ekc'abamanase	eky'abakwnasw	eyy'qbamabase
balagulireko	balaguoireko	nalabjiireko	balagupirekp
abaawo	abaawq	wgaxwo	abaqdl
bamugamba	bamugamca	bamuyamba	banugzmba
jjukira	njukira	jtukirx	ijukmra
balagaana	balbgaana	bzlagqanw	bamavaaja
biwa	fiwa	bywa	bixa
okuwulira	okuwutira	okusupita	okkaulira
n'agukwata	n'agukuata	h'abukwqta	n'agumwata
talabye	talafye	halabte	halabyr
akyamire	akyrmire	skyamirq	aktamirw
bagusuula	baausuula	bagjsjulz	baguxyulz
n'asabira	n'asasira	n'asabira	n'asxbira
tobadde	tobmdde	robaxdr	fobaxve
batunula	batunwla	hathnuia	bagujkla
eby'ebivve	eby'ebhvve	efy'wbidve	ebh'sbivve
balokoke	balokwke	baljkokf	bakomokw
tewaabe	tewahbe	rewzave	hdwaane
bw'awasanga	bw'awasunga	hw'wwasagga	vw'awasabta
eky'etteeka	eky'etteekn	eky'egtsska	eou'etteska
obwereere	obwerqere	ovwerwfre	obwdreede
abinoamu	abinuamu	ablnkamu	avinoami
lugyo	lugyh	lkgto	oughk
basseraafi	basserkafi	basssgaafl	hscseraafi
ziva	qiva	zjva	ziva
emikulu	emikufu	emikuoo	euikulk
ensuku	ensukua	ensukk	ensoki
w'oluwalo	w'olucalo	d'oluwako	w'oluwaok
ng'ajja	ng'ejja	gv'ajja	ng'akja
n'enzaalwa	n'enzaslwa	n'enzaaiwa	n'dnxxalwa
ennu	eanu	ennu	engu
okuzirika	wkuzirika	okhzurikx	omuzirola
akabonero	akabonerom	xkabontro	akabonrri
musolo	musolo	jusilp	kusokp
yeewongeramu	yenwongeramu	yedwongeeqmk	yeewlggeramu
kuzingizibwa	kuzingizibwf	luzjngizlbwx	kysingixibea
emeka	emekan	emrkq	eneks
eyayigirizibwa	eyafigirizibwa	eyayibidizibwa	qyayigirizimwq
ky'ayinza	oy'ayinza	my'ayihza	ny'ayinzx
tekibunye	tekivunye	tekinunme	tekibintf
agakola	pgakola	wgwiola	xgakolx
agiraba	aiiraba	qtieaba	qgirava
gange	gangeb	gamgw	ganyw
bw'ayingira	bw'ayidgira	bq'ajingirw	vw'ayibgufa
ekibuuka	evibuuka	eulbuula	ekybyuka
ebitali	ebjtali	ebltxlu	euitwli
zivudde	zivudde	zibuece	zovuede
n'abazira	n'abazird	n'abaziea	n'anaziea
beebagadde	heebagadde	bwebagavdf	beebagaddd
beekuŋŋaanya	beakuŋŋaanya	bdekjŋŋaamya	heekuŋŋaanys
n'omukuufu	n'omukuutu	n'omuojubu	n'kmukuuvk
n'ayambaza	n'ayambazan	n'ayakbaza	i'ahambaza
banaddiriranga	banaddirsranga	banadeirkramfa	vwnaddirorajga
yanayi	yanapi	yzhayu	yahayl
eby'ebikomo	eby'ebikomr	eby'fbokomp	fbt'fbkkomo
omugayaavu	omugayiavu	ohunayzavu	omugayxavj
ekiwandiike	ekiwandiikg	dkieandijke	dkiwsgdiike
n'obukuku	n'obuvuku	h'obumukh	n'pnukhku
bakabona	bakdbona	bskabima	bakafima
n'abalunnyanja	n'abalunnyanjaq	n'abaiunhyanjq	n'abzlunnyanja
lukya	xukya	oumya	khmya
ng'ayimiridde	ng'ayimiriddr	ng'qhimididde	ng'atikirldde
akiddize	fkiddize	auiddlse	zkldfize
enzizi	ebzizi	enzosu	enzkzk
moleki	moieki	nilekk	mouekk
mulamusagane	mulahusagane	humxmusagsne	milamksaganf
ng'erekeddwawo	ng'erekeddsawo	gf'frekeddwzwo	br'erekexddzwo
eneesinga	eneesinra	enfwsinha	enrfsinga
tumanyi	tfmanyi	tkmamti	tukanfi
bw'anaalabikanga	bw'anadlabikanga	cq'anaalabikahgs	bw'ajaslabukanga
ng'abakulu	ng'ajakulu	hy'abakulu	gh'abakulu
ndimalawo	ndimalawoe	ndlmqlawo	mdimaizwo
abasirusiru	abasirtsiru	abzsidusirk	abasirusitu
by'emiti	by'emity	bu'dmiti	bj'wmiti
tekirirabika	tekirirabika	eekoritabika	tekorlrxbika
okwava	oqwava	okaava	okqava
talireka	talireea	talidekq	halireks
pesoli	peuoli	peqilu	pwwpli
omulogo	opulogo	pmklogl	kmukogo
kana	ktna	ksnz	kana
nviiri	nviirim	ngiidj	mviixi
aggalira	aggayira	abralirz	zggalifq
n'okuyita	n'okqyita	n'ikuyiga	n'okuyktw
mugaada	wugaada	mumaqda	nugqadx
w'olubereberye	w'olubqreberye	s'lpuberebfrye	q'omubersberfe
bw'ateresanga	bw'aterejanga	bw'wtereranta	bw'atsresangw
nnaafaananya	nnaafatnanya	ghaafaansnya	nnqafxanamya
moluddekaayi	moluddekaavi	moluddwjzayk	kopuddwkwayi
eky'okwolesebwa	eky'okwolesobwa	euy'okwolesevsa	eky'okwolwsdbda
ky'ekkomamawanga	ky'ekkomamawauga	ky'fknpnajawanga	kt'fikokamawanra
okujjukirwa	rkujjukirwa	kjujjuuirwa	okujjunirwq
kutangaala	kutangaola	kutangszoa	outsngaala
nnakola	nnokola	nnakpmz	nbxuola
munno	munmo	kunnk	higno
gy'alagaanye	gy'slagaanye	gy'alagaanye	gy'xlagaange
bive	bivh	flve	bine
tuliyingira	tuliyingirao	tuliyignira	tulkylnhirs
akuwenga	akueenga	akiwenfx	akurwnga
n'afuna	n'avuna	g'afuna	n'sfujq
ogw'okuweereza	ogw'okuweereha	ofd'okiseereza	pgw'okuwredwzq
nnamwandu	nnamwandu	nnamwsgsu	nnakqajdu
serugi	seruga	seruti	sfrugo
meseremiya	meaeremiya	mewerxmiya	nfswremiya
n'abasumba	n'abasutba	n'zhasumga	n'avacumbz
bamukomerera	bamusomerera	bsmuhonerera	bwmukimerega
ery'obukulu	ery'obufulu	eru'obuiupu	edy'obhkulu
maaziya	maaziya	maaxiya	naaziya
amize	bmize	amkae	dmixe
abawaayiriza	awawaayiriza	abawaayiriza	abawwajirlza
talidda	talqdda	talifcx	yalldda
olw'okufuna	olwiokufuna	okw'pkufunw	oow'okufubz
ekyayolekera	ekyayolekerav	emyaykmelera	ekysgolekera
n'emyaka	n'efyaka	j'dmyqka	n'emyakd
nannyinikyo	nanfyinikyo	nanbykniuyo	nahjyinjkyl
yakomererwa	yakomereqwa	yzlomdrerwa	jauomererqx
ogw'obu	ggw'obu	otd'obu	ohw'ohu
n'omunnyo	n'omunnyof	n'kmknnuo	n'onunnno
munnoonyeze	munnoonleze	munnjonyeae	mubhoinyeae
n'ebijanjaalo	n'ebijandaalo	n'ebijzjjzalo	n'ehijanyaalo
gazibukenga	gazibumenga	gazibikenhs	gsakbunenga
kyalina	kyalinx	mgalona	iyaljna
munaakyayibwanga	munaakyayibwaqga	munaakyxyibsxnga	mumawktaylbwanga
kinneemu	konneemu	iinnesju	kkmneemk
ak'okusatu	akqokusatu	ak'omusxyu	al'lkusqtu
abuwa	qbuwa	abkwx	abuqa
n'obawa	n'obaqa	n'pbasa	n'obswa
bamenyamenya	bamanyamenya	gzmenyamdnya	najfnyamejya
ey'okugoba	ey'okugobk	et'kkuvoba	ej'okugiva
okubba	okubva	olybha	ojhbba
oyongerenga	oyongerdnga	oyingrremga	oyohgsrenvw
obala	obaaa	lbalz	ohqka
nandibadde	nandxbadde	mzndibadwe	mabdibaede
no	np	no	mo
tutegeerera	tutegxerera	tutwvrerera	tutsgwerwrx
yeegololera	yregololera	yestklolera	yewgololedz
kinaatera	kinaatcra	kinadyera	iinsatsra
eby'eŋŋaano	ejy'eŋŋaano	eby'eŋŋsano	ehy'eŋŋaamo
buzaaliranwa	buzaalirunwa	buzaxlieanwa	huzaaoiranww
gulwane	ghlwane	guleznd	gumwcne
ogutuukiridde	ogutuuoiridde	obhtuikiridde	ogitukkorirde
alufa	aluba	alufq	alyva
kiriasubaali	kireasubaali	jiriqsgbaali	iidiasuvaali
kuta	kcta	uuya	kuta
yekka	fekka	yekma	yekks
banafu	baqafu	gqnwfu	bajafh
biwoomera	biwoomerk	biwponfra	biwopmrga
erukaana	erwkaana	rrukazna	egkjaana
n'aguggya	n'aguggyd	m'aguhrya	n'aghttya
ky'olabye	kk'olabye	ky'olxbye	ky'oiagge
ag'ebiweebwayo	ag'ebiweeiwayo	ag'ebiweefwajo	ag'ebiqdrbsayo
tolibaako	tolibaamo	tllibaako	yoiibaakp
n'enga	n'engaw	b'enfa	n'engz
bakoze	bqkoze	fwkozf	bsmpze
wabula	waoula	wzbjls	wzbulz
n'amuwanga	n'ampwanga	n'amkdwnga	n'amywamga
ab'okuttibwa	ab'okutiibwa	ah'lkuttiuwa	av'pkuytihwa
kulaga	kulagaz	kklwva	kykaga
bakyali	bakynli	bakyauk	baijali
towulidde	towjlidde	hkwulidde	rowuliddw
basabe	basabz	gassbf	bxaabr
lwegasse	lwegagse	lqerazse	owegaxsf
mbalabe	mbalxbe	mnslzbe	mbamsbe
bakisiba	bakisibac	bxkisiba	bskldiba
kadumyeri	kadupyeri	kavumyeri	kwduhyefi
ebyesimba	ebyesiyba	ebyfqihba	evydsinba
egy'emikono	egy'elikono	egu'ekikonk	egy'emikknl
n'agisoma	n'agisomb	n'agislna	b'agisoka
eyatwalanga	eyatwaldnga	ehatwalqmga	syztqalangs
ekingi	elingi	wkingy	wkimgi
bamu	bame	naku	bamk
seyaluryeri	seyalpryeri	sryaouryeri	seyaiuryxri
baliraba	byliraba	baiorqba	nalkraba
kulu	kuluw	kjli	kulu
ndeka	ndekan	nwfka	ndene
makupeera	makzpeera	hakupeewa	hakupeerw
meredi	merudi	nereek	mersrj
n'okubulwa	n'ogubulwa	n'pkubulax	n'okuvklsa
okusalira	okpsalira	lkusskira	ouuswliea
batuukirizza	baduukirizza	bayhulifizza	bztuukldizzw
w'omwana	g'omwana	w'omwqna	w'onwajz
ndibatuma	ndpbatuma	bribxtuma	jcibqtuma
ng'anywedde	ng'anawedde	jg'xnywedve	gg'wnjwedwe
batakkiriza	batakkdriza	fatakkirkza	batakkigiaw
kiyimirira	kiyimorira	kiyimiriew	kuyomirlra
omugga	omuggd	pmiggx	ouugga
ababo	bbabo	anabo	sbaho
n'atasibiddwa	n'atbsibiddwa	g'atwsividcwa	n'ataaifhddwa
enjegere	ehjegere	wnjsgwre	wnjetwre
ngoye	ngoyx	ncoye	nykye
tulyoka	tulnoka	tulyikw	tilyolz
yamusanga	yauusanga	ysmysangq	jamysznga
ammiyeri	dmmiyeri	ammoyevi	amniyerk
bw'atazaalibwa	bw'atazaalibwa	hw'ayazaallbqa	dw'atazazlibww
teriiyo	terdiyo	tefikyo	retiiyo
ey'abakaludaaya	em'abakaludaaya	ej'xbckaludaayq	ey'qvakxluraata
najja	najjy	hajma	nqjjs
ag'omugga	kg'omugga	ag'ohubgs	ag'omugga
zaakaliya	zaakaliyf	zaakapiya	zaxkalihs
enerogeri	eneroderi	dnerorerj	egerogfdi
boogeragana	bwogeragana	voogerzgama	boogfeagabx
alufaayo	alufjayo	amyfaayo	aluvxqyo
mutamiirukukenga	mutamikrukukenga	mugzmiifukylenga	mutzmiorukukenyq
w'amawanika	wiamawanika	w'akaaajika	a'xmxaanika
alisunguwala	alisunguwala	slisunyowala	alisungywala
bakola	baiola	vauolz	bakolx
kuleete	kuleeze	kulrdte	kkkeets
banyooma	fanyooma	bsyyooma	fangooha
bituli	bitulr	hitkii	vitulo
yatabula	yababula	yxganula	hdtabula
bbiri	bbirk	nbirk	nbjei
abalibaliisa	ayalibaliisa	aballvallusa	abaiibaluisa
ebikkibwako	fbikkibwako	rbiukibwakp	ebukkibdxko
n'akikuba	s'akikuba	n'ajilhba	n'qkiojba
talo	tapo	talk	taio
n'addangayo	n'acdangayo	n'adddngqyo	n'adfwngayo
ggumba	ggcmba	ngjmba	tfymba
olw'empeera	olw'empeerk	olw'emjeera	olw'emlesrs
n'engule	n'enaule	n'enrike	n'dnguoe
balirira	balfrira	balirigs	halirkra
alyesittalira	alyesittalipa	slydsittxlira	amyeqittallfa
n'obuwoomerevu	n'obuwofmerevu	n'obuwlimeeevu	n'ofusolmsrefu
eky'ebibe	eky'edibe	eky'ebibf	ekh'ebibe
babikoza	babigoza	vzbikosa	babikiza
babafuga	babafcga	fabanuga	hanafkga
nnyondo	nnyoydo	nntobwo	nnyindl
eyayaŋŋanga	eyayaŋŋaiga	eyayqŋŋagha	wyahaŋŋanga
amangi	hmangi	amsngi	amahgo
obuti	obuwi	obufj	obuti
okukomya	okukomym	oklkomys	okukomns
omwo	ojwo	onwi	pmwo
kabonero	nabonero	kanonwfo	kaconero
ogw'abalabe	ogw'abalabe	ogw'agqlabw	ogd'abzlabw
gyo	xyo	fyo	fyo
kigango	kigangh	kigzjro	kmgxngo
n'abaasuli	ndabaasuli	n'abawsuli	h'abasquli
okubikkula	okubikkula	ikhbiukula	okubimlhla
mbavaako	mbavaaks	hbavaaii	nbavaakk
ng'ayitiddwa	ng'ayividdwa	ng'zyigoddwa	mf'ayifoddwa
n'okuzaala	y'okuzaala	v'okuzaalz	n'okuzawla
balizikirizibwa	balizikirizibwf	ballajkifizibww	talizjkorizibwa
munaaweerangayo	munaajeerangayo	nugaaweeramgwyo	hujsaweerangafo
gw'ennaku	kw'ennaku	gw'ennwmu	gw'enmaku
lulimi	luyimi	ohkimi	lukkmi
egy'ensonga	ego'ensonga	egy'snsonha	egy'rneonga
